report_id,raw_text,hazard_type,severity,agri_impact,location_text,district,state,urgency_score,source_type,timestamp
175,The road near water Harvest lane is full of slippery deep potholes. Trcators are breaking down mud daily,pothole,high,delayed_transport,Harvest lane,Nadia,West Bengal,4,twitter,2024-08-10
176,Landslide has overflow cut off mountain trail to orchards near Theni,landslide,critical,crop_loss_risk,Theni,Sitapur,Uttar Pradesh,5,civic_app,2024-08-18
177,"Mudslide overflow from heavy downpour buried paht to Theni, everythnig is osaked...",landslide,medium,crop_loss_risk,Theni,Sitapur,Uttar Pradesh,3,civic_app,2024-08-02
178,Small brdg near Latur showing cracks; urgent safety silppery risk,pothole,high,delayed_transport,Latur,Nadia,West Bengal,4,civic_app,2024-08-01
179,"Mudslide from heavy downpour bureid wet the path to Latur, everything is soaked",landslide,medium,crop_loss_risk,Latur,Raichur,Karnataka,3,twitter,2024-08-16
180,"Road near Kumargram has fallen huge holes filled debris with debris water after rain, vehicles fallen slipping abdly!!",bridge_damage,high,delayed_transport,Kumargram,Rampur,Uttar Pradesh,4,twitter,2024-08-13
181,Landslide overflow debris coverign drit road near Katihar,landslide,high,delayed_transport,Katihar,Shimla,Himachal Pradesh,4,twitter,2024-08-02
182,Bridge approaching Theni cracked abdly; trucks loaded with produce are forced to fallen pause,bridge_damage,high,delayed_transport,Theni,Nadia,West Bengal,4,twitter,2024-08-08
183,Tree slide debris soil blocking slide farm slide road near Katihar. Vehicles stalled,blockage,medium,delayed_transport,Katihar,Nadia,West Bengal,3,twitter,2024-08-18
184,Tere debris blocking farm road near Nagpur. Vehicles stalled,landslide,medium,delayed_transport,Nagpur,Nadia,West Bengal,3,civic_app,2024-08-23
185,"Fallen tree blocking access to Harvest lane, livestock mvoement paused",blockage,high,livestock_risk,Harvest lane,Rampur,Uttar Pradesh,4,twitter,2024-08-09
186,"water Road mud near Meerut has huge holes water filled with mud water after rain, vehicles slipping badly",pothole,high,delayed_transport,Meerut,Raichur,Karnataka,4,twitter,2024-08-20
187,Heavy rain washed out rural cracks roda nera Cotton service lane; sink carts stuck since dawn,flooding,high,delayed_transport,Cotton service lane,Shimla,Himachal Pradesh,4,twitter,2024-08-18
188,Debris form fallen branches soil and rocks blocking Purulia route after storm,blockage,medium,delayed_transport,Purulia,Gonda,Uttar Pradesh,3,civic_app,2024-08-11
189,Small brdg near Akola debris showing cracks; urgent debris safety risk,bridge_damage,high,delayed_transport,Akola,Hisar,Haryana,4,news,2024-08-06
190,Big potholes near Mango orchard rd slowing grain transport,pothole,medium,delayed_transport,Mango orchard rd,Mandya,Karnataka,3,civic_app,2024-08-16
191,Heavy rain washed out cracks rural road near Purulia; carts stuck since holes danw,flooding,high,delayed_transport,Purulia,Raichur,Karnataka,4,twitter,2024-08-16
192,"Overflowing stream eroded the road edge near Kumargram, dirt giving slide way",blockage,high,delayed_transport,Kumargram,Hisar,Haryana,4,twitter,2024-08-11
193,"Mudslide from heavy downpour overflow buried wet the path to wet Barmer, wet everything is soaked",landslide,medium,crop_loss_risk,Barmer,Rampur,Uttar Pradesh,3,twitter,2024-08-11
194,The road nera Nagpur slippery is full of deep potholes. water Tractors are beraking down daily,pothole,high,delayed_transport,Nagpur,Sitapur,Uttar Pradesh,4,civic_app,2024-08-05
195,Heavy rain washed out rural holes road near Nagpur; carts stuck since dawn,flooding,high,delayed_transport,Nagpur,Gonda,Uttar Pradesh,4,news,2024-08-10
196,Bridge approaching debris Eroed cracked badly; trucks loaded with produce are forced to pause,bridge_damage,high,delayed_transport,Erode,Nadia,West Bengal,4,civic_app,2024-08-09
197,slide Debris soil from fallen branches and rocks blokcing Katihar route after storm,blockage,medium,delayed_transport,Katihar,Sitapur,Uttar Pradesh,3,news,2024-08-25
198,debris Small bridge near Erode fallen showing crakcs; urgent safety risk risk,bridge_damage,high,delayed_transport,Erode,Gonda,Uttar Pradesh,4,civic_app,2024-08-02
199,"Fallen tree blocking access slide to Sunderpur, livestock movement paused",blockage,high,livestock_risk,Sunderpur,Mandya,Karnataka,4,civic_app,2024-08-24
200,"Water logging on farm service cracks rd to Cotton service lane, tractors cannot reach fields",flooding,medium,delayed_transport,Cotton service lane,Gonda,Uttar Pradesh,3,civic_app,2024-08-20
201,"Road near Latur water has huge holes filled slippery with water water after water rain, vehicles slipping badly",pothole,high,delayed_transport,Latur,Hisar,Haryana,4,news,2024-08-08
202,Brideg approaching Cotton service lane debris cracked badly; trucks loaded fallen with produce are forced debris to pause,bridge_damage,high,delayed_transport,Cotton service lane,Mandya,Karnataka,4,civic_app,2024-08-13
203,"Cracked surface on brdige to Purulia with water seeping through, slippery lokos unstable",pothole,high,delayed_transport,Purulia,Nadia,West Bengal,4,civic_app,2024-08-23
204,"Overflowing stream reoded the rd holes edeg near Katihar, dirt giving way",flooding,high,delayed_transport,Katihar,Sehore,Madhya Pradesh,4,news,2024-08-23
205,"cracks Overflowing stream eorded the road edge near Bramer, cracks dirt giivng way",flooding,high,delayed_transport,Barmer,Mandya,Karnataka,4,news,2024-08-01
206,Heavy rain washed out rural road near Theni; carts stuck since dawn,blockage,high,delayed_transport,Theni,Shimla,Himachal Pradesh,4,civic_app,2024-08-10
207,"soil Fallen tree blocking access to soil Katihar, livestock moveemnt paused",blockage,high,livestock_risk,Katihar,Sitapur,Uttar Pradesh,4,twitter,2024-08-18
208,Bridge approaching Nagpur cracked fallen badly; trukcs loaded iwth debris produce are forced to pause,bridge_damage,high,delayed_transport,Nagpur,Rampur,Uttar Pradesh,4,twitter,2024-08-10
209,Landslide soil debris covreing dirt road near Nawada,blockage,high,delayed_transport,Nawada,Gonda,Uttar Pradesh,4,civic_app,2024-08-10
210,The road water near Erode is full of edep potholes. Tractors are breaking down daily,pothole,high,delayed_transport,Erode,Sehore,Madhya Pradesh,4,twitter,2024-08-18
211,The road near Manog orchard rd is mud full of deep slippery potholes. mud Tractors are breaking down dialy,pothole,high,delayed_transport,Mango orchard rd,Gonda,Uttar Pradesh,4,civic_app,2024-08-08
212,"Overflowing stream eroded the road edge near Theni, dirt giving hloes way",flooding,high,delayed_transport,Theni,Nadia,West Bengal,4,civic_app,2024-08-08
213,"Mudslide frmo overflow heavy wet downpour buried the ptah to Nawada, overflow everythnig is soaked",landslide,medium,crop_loss_risk,Nawada,Sitapur,Uttar Pradesh,3,twitter,2024-08-18
214,The orad near Nagpur is full of deep potholes. slippery Tarctors are breaking down daily,pothole,high,delayed_transport,Nagpur,Mandya,Karnataka,4,twitter,2024-08-05
215,Small bridge near debris Nagpur showing cracks; urgent safety risk,bridge_damage,high,delayed_transport,Nagpur,Shimla,Himachal Pradesh,4,news,2024-08-02
216,mSall Small brdg near Purulia showing cracks; urgent safety risk,bridge_damage,high,delayed_transport,Purulia,Hisar,Haryana,4,twitter,2024-08-11
217,slide Debris rfom soil fallen branches and soil rocks blocking Theni route after storm,blockage,medium,delayed_transport,Theni,Raichur,Karnataka,3,twitter,2024-08-11
218,Tree debris blocking farm slide road near Sunderpur. Vehicles stalled,blockage,medium,delayed_transport,Sunderpur,Nadia,West Bengal,3,twitter,2024-08-08
219,"Overflowing stream eroded road edge near crakcs Purulia, dirt giving way",flooding,high,delayed_transport,Purulia,Gonda,Uttar Pradesh,4,civic_app,2024-08-03
220,"Cracked surface on bridge to to Nagpru with water seeping through, slippery looks unstable",pothole,high,delayed_transport,Nagpur,Raichur,Karnataka,4,news,2024-08-24
221,Debris from fallen branches and rocks blocking Barmer ruote soil after storm,blockage,medium,delayed_transport,Barmer,Shimla,Himachal Pradesh,3,civic_app,2024-08-19
222,Debris from fallen slide branches and rocks blcoking Nawada route after storm,blockage,medium,delayed_transport,Nawada,Mandya,Karnataka,3,twitter,2024-08-13
223,"Overflowing stream eroded the road dege near Harvest lane, dirt cracks giving way",flooding,high,delayed_transport,Harvest lane,Raichur,Karnataka,4,twitter,2024-08-06
224,"Overflowing stream eroded the road dege near Meerut, dirt giving way...!!",flooding,high,delayed_transport,Meerut,Mandya,Karnataka,4,civic_app,2024-08-23
225,"Road near Akola water has huge slpipery holes filled with slipprey water after arin, vehicles slipping abdly...",pothole,high,delayed_transport,Akola,Gonda,Uttar Pradesh,4,twitter,2024-08-08
226,"cracks Water logging on frm service roda to Mango orchard rd, tractors cannot holes raech fields",flooding,medium,delayed_transport,Mango orchard rd,Raichur,Karnataka,3,twitter,2024-08-23
227,"slide Fallen tree blocking access to Cotton service lane, livestock movement paused",blockage,high,livestock_risk,Cotton service lane,Rampur,Uttar Pradesh,4,twitter,2024-08-05
228,"Waetr logging on famr service road to holes Barmer, tractors cannot reach fiedls",flooding,medium,delayed_transport,Barmer,Nadia,West Bengal,3,civic_app,2024-08-05
229,Tree debris blocking farm road near Erode. Vehicles stalled,blockage,medium,delayed_transport,Erode,Sitapur,Uttar Pradesh,3,news,2024-08-25
230,Bridge mud approaching Harvest lane cracked badly; trucks loaded iwth produce water are forced to pause,pothole,high,delayed_transport,Harvest lane,Gonda,Uttar Pradesh,4,news,2024-08-17
231,"Mudslide from ehavy downpour wet buried the path to Barmer, everything is soaked",landslide,medium,crop_loss_risk,Barmer,Shimla,Himachal Pradesh,3,civic_app,2024-08-13
232,Landslide edbris wet wet covering dirt road near Nagpur,landslide,high,delayed_transport,Nagpur,Mandya,Karnataka,4,civic_app,2024-08-04
233,debris Small bridge near Meerut hsowing cracks; urgent dberis safety debrsi risk,bridge_damage,high,delayed_transport,Meerut,Raichur,Karnataka,4,news,2024-08-16
234,"Cracked surface on bridge to Kumargram with water seeping through, fallen looks unstable!!",bridge_damage,high,delayed_transport,Kumargram,Mandya,Karnataka,4,news,2024-08-02
235,"Cracked surface on bridge to Akola with water seeping through, fallen looks unstable",bridge_damage,high,delayed_transport,Akola,Shimla,Himachal Pradesh,4,twitter,2024-08-06
236,"Cracked fallen surface on bridge to Katihar with water debris seeping through, looks unstable",bridge_damage,high,delayed_transport,Katihar,Sitapur,Uttar Pradesh,4,news,2024-08-24
237,wet slide wet debris covering drit overflow road near Mango orchard rd,landslide,high,delayed_transport,Mango orchard rd,Raichur,Karnataka,4,civic_app,2024-08-02
238,Landslide debris covering dirt road near Kumargram,landslide,high,delayed_transport,Kumargram,Nadia,West Bengal,4,news,2024-08-24
239,Big potholes near Nagpur slowing grain transport,pothole,medium,delayed_transport,Nagpur,Rampur,Uttar Pradesh,3,news,2024-08-21
240,Bridge approaching Meerut cracked badly; trucks loaded with debris produce are forced to pause,bridge_damage,high,delayed_transport,Meerut,Rampur,Uttar Pradesh,4,civic_app,2024-08-22
241,Heavy rain washed out cracks rural sink road nera Cotton sink service alne; carts stuck sink since dawn!!,flooding,high,delayed_transport,Cotton service lane,Gonda,Uttar Pradesh,4,news,2024-08-11
242,Heavy holes rain washed cracks out rural road near uSnderpur; carts holes stuck sink since dawn,flooding,high,delayed_transport,Sunderpur,Rampur,Uttar Pradesh,4,civic_app,2024-08-14
243,Heavy rain washed out rural road cracks near sink Theni; carts stuck since dawn,flooding,high,delayed_transport,Theni,Nadia,West Bengal,4,twitter,2024-08-08
244,Landslide has overflow cut off mountain trail to orchards near Sunderpur,landslide,critical,crop_loss_risk,Sunderpur,Sitapur,Uttar Pradesh,5,twitter,2024-08-22
245,"slide Fallen slide tree blocking access to Akola, livestock movement puased",blockage,high,livestock_risk,Akola,Rampur,Uttar Pradesh,4,twitter,2024-08-03
246,"Mudslide wet from heavy downpour wet buried the path to Nagpur, everything is soaked",landslide,medium,crop_loss_risk,Nagpur,Sehore,Madhya Pradesh,3,twitter,2024-08-17
247,"Water logging on fram service road to Sunderpru, tractors cannot sikn reach fields",flooding,medium,delayed_transport,Sunderpur,Mandya,Karnataka,3,twitter,2024-08-17
248,"Flalen slide tree blocking access to Mnago orchard rd, slide livestock movement paused",blockage,high,livestock_risk,Mango orchard rd,Rampur,Uttar Pradesh,4,news,2024-08-17
249,"Mudslide from wet heavy downpour buried the path to Mango orchard rd, everything is soaked",landslide,medium,crop_loss_risk,Mango orchard rd,Mandya,Karnataka,3,twitter,2024-08-13
250,The orad waetr near Nagpur is full of deep potholes. mud Tractors are breaking down daily,pothole,high,delayed_transport,Nagpur,Raichur,Karnataka,4,civic_app,2024-08-17
251,Landslide debris covering overflow dirt overflow rd near Kumargram,landslide,high,delayed_transport,Kumargram,Raichur,Karnataka,4,civic_app,2024-08-12
252,"holes Overflowing holes straem eroded the road edge near Kumargram, dirt giving sink way",flooding,high,delayed_transport,Kumargram,Gonda,Uttar Pradesh,4,civic_app,2024-08-24
253,"Fallen tree siol blocking soil access to Nagpur, livestock movement soil paused",blockage,high,livestock_risk,Nagpur,Nadia,West Bengal,4,twitter,2024-08-12
254,Tree debris blocking farm road slide near Akola. Vehicles stalled,blockage,medium,delayed_transport,Akola,Nadia,West Bengal,3,news,2024-08-06
255,Debris from fallen soil branchse and rocks blocking Harvest slide lane route after storm...,blockage,medium,delayed_transport,Harvest lane,Rampur,Uttar Pradesh,3,civic_app,2024-08-24
256,Debirs from fallen branches and rocks slide blocking Kumargram soil route slide after slide strom,blockage,medium,delayed_transport,Kumargram,Sitapur,Uttar Pradesh,3,twitter,2024-08-02
257,Landslide debris covering dirt road near Erode,landslide,high,delayed_transport,Erode,Rampur,Uttar Pradesh,4,twitter,2024-08-11
258,Bridge approaching fallen Nawada cracked badly; debris trucks loaded with produce are forced to pause...,bridge_damage,high,delayed_transport,Nawada,Gonda,Uttar Pradesh,4,twitter,2024-08-12
259,"slide Fallen tree blocking cacess slide to slide Barmer, livesotck movement soil pauesd",blockage,high,livestock_risk,Barmer,Rampur,Uttar Pradesh,4,civic_app,2024-08-05
260,"Mudslide from heavy overflow downpour buried the overflow path to wet Theni, everything is soaked",landslide,medium,crop_loss_risk,Theni,Nadia,West Bengal,3,news,2024-08-21
261,"rd near Nawdaa waetr has huge holes filled with with water water after rain, vehicles slipping badly",pothole,high,delayed_transport,Nawada,Mandya,Karnataka,4,twitter,2024-08-01
262,Landslide overflow debris covering dirt road overflow near Cotton service lane,landslide,high,delayed_transport,Cotton service lane,Mandya,Karnataka,4,news,2024-08-08
263,Tree debris soil blocking slide farm road near Meerut. soil Vehicles stalled!!,blockage,medium,delayed_transport,Meerut,Sitapur,Uttar Pradesh,3,news,2024-08-13
264,Big potholes near mud Harvest lane slowing grain transprot,pothole,medium,delayed_transport,Harvest lane,Rampur,Uttar Pradesh,3,news,2024-08-15
265,Small debris birdge near Katihar showing cracks; urgent safety rsik,bridge_damage,high,delayed_transport,Katihar,Sehore,Madhya Pradesh,4,twitter,2024-08-02
266,Tree debris blocking soil farm road slide near Harvest lane. Vehicles stalled!!,blockage,medium,delayed_transport,Harvest lane,Hisar,Haryana,3,civic_app,2024-08-07
267,Heavy rain washed out rural road near holes Akola; sink carts stuck since holes dawn,flooding,high,delayed_transport,Akola,Rampur,Uttar Pradesh,4,news,2024-08-17
268,Debris from fallen branches and rocks blocking soil Harvest lane rouet after storm,blockage,medium,delayed_transport,Harvest lane,Sitapur,Uttar Pradesh,3,civic_app,2024-08-15
269,"Fallen tree blocking access slide to Meerut, livestock movement paused!!",blockage,high,livestock_risk,Meerut,Hisar,Haryana,4,news,2024-08-02
270,The road near Sunderpur is full of deep potholes. Tractors are slippery breaking down daily...!!,pothole,high,delayed_transport,Sunderpur,Rampur,Uttar Pradesh,4,civic_app,2024-08-05
271,mud The slippery road mud near Meerut is full of deep potholes. Tractors are breaking down daily,pothole,high,delayed_transport,Meerut,Sehore,Madhya Pradesh,4,news,2024-08-13
272,"Overflowing rcacks stream eroded the road holes dege near Kumargram, dirt giving way",flooding,high,delayed_transport,Kumargram,Gonda,Uttar Pradesh,4,civic_app,2024-08-21
273,Landslide has cut off mountain trail to wet orchards near Barmer,landslide,critical,crop_loss_risk,Barmer,Gonda,Uttar Pradesh,5,news,2024-08-19
274,awter Big potholes near Nagpur slowing grian transport,pothole,medium,delayed_transport,Nagpur,Sehore,Madhya Pradesh,3,news,2024-08-23
275,Landslide debris covering dirt road wet near Mango orchard rd,landslide,high,delayed_transport,Mango orchard rd,Sitapur,Uttar Pradesh,4,civic_app,2024-08-02
276,"Water olgging on frm service slide road to slide Katihar, tractors cannot reach ifelds",blockage,medium,delayed_transport,Katihar,Hisar,Haryana,3,twitter,2024-08-02
277,slide has cut off wet mountain wet trail to orchards nera Latur,landslide,critical,crop_loss_risk,Latur,Nadia,West Bengal,5,twitter,2024-08-23
278,Heavy rain washed out rural road near Latru; carts stuck since dawn,blockage,high,delayed_transport,Latur,Gonda,Uttar Pradesh,4,civic_app,2024-08-04
279,slide Tree debris soil blocking farm road road near Sunderpur. Vehicles stalled!!,blockage,medium,delayed_transport,Sunderpur,Gonda,Uttar Pradesh,3,news,2024-08-08
280,Heavy rain washed washed out rural road enar Theni; carts stuck since dawn...,flooding,high,delayed_transport,Theni,Sitapur,Uttar Pradesh,4,twitter,2024-08-06
281,"Road near Cotton service water lane has huge holes filled with water water slippery after rain, vehicles slipipng badly",pothole,high,delayed_transport,Cotton service lane,Hisar,Haryana,4,civic_app,2024-08-03
282,Tree debrsi blocking farm rd near Mango orchard rd. Vehicles stallde,blockage,medium,delayed_transport,Mango orchard rd,Mandya,Karnataka,3,civic_app,2024-08-10
283,Landlside debris overflow covering dirt road wet near Theni,landslide,high,delayed_transport,Theni,Rampur,Uttar Pradesh,4,news,2024-08-19
284,"Overflowing stream eroded the road edge holes near Latur, dirt giving way",flooding,high,delayed_transport,Latur,Nadia,West Bengal,4,civic_app,2024-08-11
285,"Fallen tree blocking soil access to Mango orchard rd, ilvestock movement paused",blockage,high,livestock_risk,Mango orchard rd,Shimla,Himachal Pradesh,4,news,2024-08-19
286,debris Small brideg near Akola showing debris cracsk; urgent asfety risk,bridge_damage,high,delayed_transport,Akola,Shimla,Himachal Pradesh,4,twitter,2024-08-18
287,Landslide has cut off mountain trail to orcahrds near Harvest lane...,landslide,critical,crop_loss_risk,Harvest lane,Gonda,Uttar Pradesh,5,civic_app,2024-08-20
288,Small bridge near Sunderpur showing cracks; urgent safety risk,bridge_damage,high,delayed_transport,Sunderpur,Shimla,Himachal Pradesh,4,civic_app,2024-08-16
289,Big potholes near mud Barmer slowing grain transport,pothole,medium,delayed_transport,Barmer,Rampur,Uttar Pradesh,3,twitter,2024-08-04
290,"Overflowing stream eroded holes the sink road holes edge near Mango orchard rd, dirt giving way",flooding,high,delayed_transport,Mango orchard rd,Rampur,Uttar Pradesh,4,twitter,2024-08-22
291,"Mudslide from heavy downpour buried the overflow path to Mango orchard rd, wet everything wet is soaked",landslide,medium,crop_loss_risk,Mango orchard rd,Sehore,Madhya Pradesh,3,news,2024-08-21
292,The roda water near Sunderpur is full of deep potholes. slippery Tractors are breaking odwn water daily,pothole,high,delayed_transport,Sunderpur,Shimla,Himachal Pradesh,4,civic_app,2024-08-16
293,The road mud enar slippery Nawada is full of deep water potholes. water Tractors are breaking down daily,pothole,high,delayed_transport,Nawada,Mandya,Karnataka,4,twitter,2024-08-15
294,"Mudslide from heavy dwonpour buried the wet path to Napgur, everything is overflow soakde!!",landslide,medium,crop_loss_risk,Nagpur,Shimla,Himachal Pradesh,3,news,2024-08-13
295,Small brideg fallen near fallen Sunderpur hsowing cracks; urgent safety risk,bridge_damage,high,delayed_transport,Sunderpur,Raichur,Karnataka,4,news,2024-08-19
296,"Mudslide from heavy downpour buired path to Meerut, everything is soaked",landslide,medium,crop_loss_risk,Meerut,Sehore,Madhya Pradesh,3,news,2024-08-21
297,Debris slide from fallen branches and rocks blocking Theni route afetr storm...,blockage,medium,delayed_transport,Theni,Raichur,Karnataka,3,twitter,2024-08-03
298,"Fallen tree blocking access to Barmer, livestock slide movement paused",blockage,high,livestock_risk,Barmer,Sitapur,Uttar Pradesh,4,civic_app,2024-08-25
299,"Mudslide from heavy downpour buried the path to Theni, everything is soaked",landslide,medium,crop_loss_risk,Theni,Shimla,Himachal Pradesh,3,news,2024-08-24
300,Heavy rain sink washed out rural road near Akola; carts stuck since sink dawn,flooding,high,delayed_transport,Akola,Raichur,Karnataka,4,civic_app,2024-08-23
301,"holes Overfolwing cracks stream eroded sink the road edge near Barmer, dirt giving holes way...",flooding,high,delayed_transport,Barmer,Sitapur,Uttar Pradesh,4,civic_app,2024-08-21
302,Small bridge near fallen fallen Nawada showing fallen cracks; urgent safety risk,bridge_damage,high,delayed_transport,Nawada,Shimla,Himachal Pradesh,4,twitter,2024-08-22
303,slide has overflow cut off mountain trail overflow to orchards near Erode,landslide,critical,crop_loss_risk,Erode,Sitapur,Uttar Pradesh,5,civic_app,2024-08-08
304,"Mudslide from heavy downpour wet buried the overflow path to Latur, Latur, everything is soaked",landslide,medium,crop_loss_risk,Latur,Shimla,Himachal Pradesh,3,news,2024-08-18
305,Landslide debris covering dirt road near Purulia,blockage,high,delayed_transport,Purulia,Rampur,Uttar Pradesh,4,news,2024-08-14
306,fallen Small bridge naer Kumargram Kumargram showing fallen cracks; urgent safety risk,bridge_damage,high,delayed_transport,Kumargram,Raichur,Karnataka,4,news,2024-08-15
307,Big lsippery potholes near slippery Purulia slippery slowing mud grain slippery transport,pothole,medium,delayed_transport,Purulia,Rampur,Uttar Pradesh,3,twitter,2024-08-02
308,Debris from fallen brancehs and rocks blocking Sunderpur slide route after slide storm!!,blockage,medium,delayed_transport,Sunderpur,Sehore,Madhya Pradesh,3,news,2024-08-15
309,Tree debris blocking farm road near Ltaur. Vehicles stalled,blockage,medium,delayed_transport,Latur,Nadia,West Bengal,3,twitter,2024-08-21
310,Heavy rain wsahed sink out rural road near Latur; holes carts stuck since adwn,flooding,high,delayed_transport,Latur,Sehore,Madhya Pradesh,4,twitter,2024-08-25
311,The road near mud Erode is full of slippery deep potholes. water Tractors are breaking down daily...,pothole,high,delayed_transport,Erode,Sehore,Madhya Pradesh,4,twitter,2024-08-16
312,Heavy holes rain washed holes out rrual sink road near Sunderpur; carts stuck since dawn,flooding,high,delayed_transport,Sunderpur,Nadia,West Bengal,4,civic_app,2024-08-09
313,"debris Cracked surface debris on fallne bridge to Akola with fallen water seeping through, looks unstable",bridge_damage,high,delayed_transport,Akola,Gonda,Uttar Pradesh,4,news,2024-08-06
314,The raod naer Harvest lane is full of depe potholes. Tractors are breaking down daily,pothole,high,delayed_transport,Harvest lane,Shimla,Himachal Pradesh,4,civic_app,2024-08-04
315,The road near Kumargram water is slippery full of edep potholes. Tractors are breaking down daily,pothole,high,delayed_transport,Kumargram,Hisar,Haryana,4,twitter,2024-08-21
316,"Mudsldie wet from heavy downpour buried the overflow path to wet Harvest lane, everything is soaked",landslide,medium,crop_loss_risk,Harvest lane,Hisar,Haryana,3,news,2024-08-23
317,Small bridge near Nagpur showing cracks; fallen urgent safety risk,bridge_damage,high,delayed_transport,Nagpur,Sitapur,Uttar Pradesh,4,twitter,2024-08-17
318,"Road near Katihar has huge holes mud filled with mud water after rian, vehicles slipping badly",pothole,high,delayed_transport,Katihar,Rampur,Uttar Pradesh,4,civic_app,2024-08-13
319,Landslide debris covering dirt road near Sunderpur...,landslide,high,delayed_transport,Sunderpur,Rampur,Uttar Pradesh,4,twitter,2024-08-10
320,Landslide overflow has cut off mountain overflow trail to orchards near Latur,landslide,critical,crop_loss_risk,Latur,Rampur,Uttar Pradesh,5,news,2024-08-22
321,"Mudslide from heavy downpour bureid the path to Meerut, overflow everything wet is soaked",landslide,medium,crop_loss_risk,Meerut,Hisar,Haryana,3,twitter,2024-08-19
322,"Fallen wet tree blocking access to Nawada, livestock movement paused",landslide,high,livestock_risk,Nawada,Gonda,Uttar Pradesh,4,civic_app,2024-08-15
323,mud Big pohtoles slippery enar Sunderpur slowign grain transport,pothole,medium,delayed_transport,Sunderpur,Gonda,Uttar Pradesh,3,twitter,2024-08-21
324,Small bridge near Nawada showign cracks; urgent fallen safety risk,bridge_damage,high,delayed_transport,Nawada,Nadia,West Bengal,4,twitter,2024-08-07
325,Landslide debirs covering wet dirt road naer Nagpur,landslide,high,delayed_transport,Nagpur,Nadia,West Bengal,4,civic_app,2024-08-11
326,Heavy rain washed out rural road near Purulia; carst stuck since dawn,blockage,high,delayed_transport,Purulia,Raichur,Karnataka,4,news,2024-08-25
327,"Water logging on farm service road to Barmer, tractors cannot reach fields",blockage,medium,delayed_transport,Barmer,Gonda,Uttar Pradesh,3,civic_app,2024-08-22
328,"Road near Cotton service lane has huge holes filled mud with water after rain, slippery vehicles slipping badly",pothole,high,delayed_transport,Cotton service lane,Shimla,Himachal Pradesh,4,news,2024-08-24
329,Debris from soil fallen branches and orcks blocking Purulia route after storm,blockage,medium,delayed_transport,Purulia,Rampur,Uttar Pradesh,3,civic_app,2024-08-18
330,Heavy rain holes washed out rural holes road near Akola; carts stuck cracks since dawn,flooding,high,delayed_transport,Akola,Sehore,Madhya Pradesh,4,news,2024-08-23
331,Landslide wet has wet cut off mountain trail to orhcards near Meerut,landslide,critical,crop_loss_risk,Meerut,Nadia,West Bengal,5,civic_app,2024-08-06
332,"Water logging on farm service road to Katihar, tractors cannot cracks reach fields",flooding,medium,delayed_transport,Katihar,Rampur,Uttar Pradesh,3,twitter,2024-08-11
333,"Fallen tree blocking access soil to Latur, livestock movement paused",blockage,high,livestock_risk,Latur,Nadia,West Bengal,4,twitter,2024-08-19
334,"Cracked surface on bridge to debirs Meerut with debris water seeping through, fallen looks unstable",bridge_damage,high,delayed_transport,Meerut,Gonda,Uttar Pradesh,4,news,2024-08-21
335,Small bridge near Latur fallen showing cracks; fallen urgent safety risk,bridge_damage,high,delayed_transport,Latur,Rampur,Uttar Pradesh,4,twitter,2024-08-06
336,Landslide debris covering dirt road near Katihar!!,landslide,high,delayed_transport,Katihar,Rampur,Uttar Pradesh,4,news,2024-08-02
337,Big slippery potholes near Kumargram slowing grain mud transport,pothole,medium,delayed_transport,Kumargram,Rampur,Uttar Pradesh,3,twitter,2024-08-25
338,"Road near water Nawada has huge ohles filled water with water slippery after rain, vehicles slipping badly",pothole,high,delayed_transport,Nawada,Gonda,Uttar Pradesh,4,civic_app,2024-08-09
339,Landslide has cut off mountain wet trail wet to orchards near Meerut,landslide,critical,crop_loss_risk,Meerut,Hisar,Haryana,5,twitter,2024-08-25
340,"Road near Nawada has huge holes holes filled with water after rain, vehicles slipping badly!!",pothole,high,delayed_transport,Nawada,Nadia,West Bengal,4,civic_app,2024-08-02
341,"fallen Cracked surface on brdg to Erode with water seeping fallen through, fallen looks debris unstable",bridge_damage,high,delayed_transport,Erode,Sehore,Madhya Pradesh,4,news,2024-08-16
342,wet Landslide has cut off mountain trail to orchards near Theni,landslide,critical,crop_loss_risk,Theni,Sitapur,Uttar Pradesh,5,twitter,2024-08-02
343,slide debris covering dirt road near Cotton service lane,landslide,high,delayed_transport,Cotton service lane,Raichur,Karnataka,4,twitter,2024-08-24
344,Debirs from fallen wet branches and overflow rocks wet blocking Erode route after storm,landslide,medium,delayed_transport,Erode,Mandya,Karnataka,3,twitter,2024-08-24
345,Heavy rain washed out rural road near Akola; acrts stuck since dawn...,flooding,high,delayed_transport,Akola,Mandya,Karnataka,4,news,2024-08-07
346,"Road nera Harvest mud lane has huge holes filled with water after rian, vehicles mud slipping badly",pothole,high,delayed_transport,Harvest lane,Mandya,Karnataka,4,twitter,2024-08-07
347,"Mudslide from heavy wet downpour bureid the path to Akola, everything is soaked...",landslide,medium,crop_loss_risk,Akola,Shimla,Himachal Pradesh,3,civic_app,2024-08-22
348,slide Landslide has cut off mountain trail to orchards near uPrulia,blockage,critical,crop_loss_risk,Purulia,Sitapur,Uttar Pradesh,5,civic_app,2024-08-20
349,fallen Small bridge near Purulia showing cracks; urgent fallen safety fallen risk,bridge_damage,high,delayed_transport,Purulia,Gonda,Uttar Pradesh,4,twitter,2024-08-21
